# emoji-sequences.txt
# Date: 2024-05-01, 21:25:24 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 16.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following:
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       RGI_Emoji_Flag_Sequence
#       RGI_Emoji_Tag_Sequence
#       RGI_Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, each of the type fields defines the name of
# a binary property of strings. The short name of each property is the same as the long name.
#
# For the purpose of regular expressions, the property RGI_Emoji is defined as
# a binary property of strings corresponding to ED-27 in UTS #51 Unicode Emoji.
# That is, it is the union of the above properties plus RGI_Emoji_ZWJ_Sequence,
# whose data is in emoji-zwj-sequences.txt.
# The short name of RGI_Emoji is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1F647 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person bowing: medium-light skin tone                          # E1.0   [1] (🙇🏼)
1F647 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person bowing: medium skin tone                                # E1.0   [1] (🙇🏽)
1F647 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person bowing: medium-dark skin tone                           # E1.0   [1] (🙇🏾)
1F647 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person bowing: dark skin tone                                  # E1.0   [1] (🙇🏿)
1F64B 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: light skin tone                           # E1.0   [1] (🙋🏻)
1F64B 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: medium-light skin tone                    # E1.0   [1] (🙋🏼)
1F64B 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: medium skin tone                          # E1.0   [1] (🙋🏽)
1F64B 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: medium-dark skin tone                     # E1.0   [1] (🙋🏾)
1F64B 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: dark skin tone                            # E1.0   [1] (🙋🏿)
1F64C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; raising hands: light skin tone                                 # E1.0   [1] (🙌🏻)
1F64C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; raising hands: medium-light skin tone                          # E1.0   [1] (🙌🏼)
1F64C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; raising hands: medium skin tone                                # E1.0   [1] (🙌🏽)
1F64C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; raising hands: medium-dark skin tone                           # E1.0   [1] (🙌🏾)
1F64C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; raising hands: dark skin tone                                  # E1.0   [1] (🙌🏿)
1F64D 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person frowning: light skin tone                               # E1.0   [1] (🙍🏻)
1F64D 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person frowning: medium-light skin tone                        # E1.0   [1] (🙍🏼)
1F64D 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person frowning: medium skin tone                              # E1.0   [1] (🙍🏽)
1F64D 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person frowning: medium-dark skin tone                         # E1.0   [1] (🙍🏾)
1F64D 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person frowning: dark skin tone                                # E1.0   [1] (🙍🏿)
1F64E 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person pouting: light skin tone                                # E1.0   [1] (🙎🏻)
1F64E 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person pouting: medium-light skin tone                         # E1.0   [1] (🙎🏼)
1F64E 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person pouting: medium skin tone                               # E1.0   [1] (🙎🏽)
1F64E 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person pouting: medium-dark skin tone                          # E1.0   [1] (🙎🏾)
1F64E 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person pouting: dark skin tone                                 # E1.0   [1] (🙎🏿)
1F64F 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; folded hands: light skin tone                                  # E1.0   [1] (🙏🏻)
1F64F 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; folded hands: medium-light skin tone                           # E1.0   [1] (🙏🏼)
1F64F 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; folded hands: medium skin tone                                 # E1.0   [1] (🙏🏽)
1F64F 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; folded hands: medium-dark skin tone                            # E1.0   [1] (🙏🏾)
1F64F 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; folded hands: dark skin tone                                   # E1.0   [1] (🙏🏿)
1F6A3 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: light skin tone                            # E1.0   [1] (🚣🏻)
1F6A3 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: medium-light skin tone                     # E1.0   [1] (🚣🏼)
1F6A3 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: medium skin tone                           # E1.0   [1] (🚣🏽)
1F6A3 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: medium-dark skin tone                      # E1.0   [1] (🚣🏾)
1F6A3 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: dark skin tone                             # E1.0   [1] (🚣🏿)
1F6B4 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person biking: light skin tone                                 # E1.0   [1] (🚴🏻)
1F6B4 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person biking: medium-light skin tone                          # E1.0   [1] (🚴🏼)
1F6B4 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person biking: medium skin tone                                # E1.0   [1] (🚴🏽)
1F6B4 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person biking: medium-dark skin tone                           # E1.0   [1] (🚴🏾)
1F6B4 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person biking: dark skin tone                                  # E1.0   [1] (🚴🏿)
1F6B5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: light skin tone                        # E1.0   [1] (🚵🏻)
1F6B5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: medium-light skin tone                 # E1.0   [1] (🚵🏼)
1F6B5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: medium skin tone                       # E1.0   [1] (🚵🏽)
1F6B5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: medium-dark skin tone                  # E1.0   [1] (🚵🏾)
1F6B5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: dark skin tone                         # E1.0   [1] (🚵🏿)
1F6B6 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person walking: light skin tone                                # E1.0   [1] (🚶🏻)
1F6B6 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person walking: medium-light skin tone                         # E1.0   [1] (🚶🏼)
1F6B6 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person walking: medium skin tone                               # E1.0   [1] (🚶🏽)
1F6B6 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person walking: medium-dark skin tone                          # E1.0   [1] (🚶🏾)
1F6B6 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person walking: dark skin tone                                 # E1.0   [1] (🚶🏿)
1F6C0 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: light skin tone                            # E1.0   [1] (🛀🏻)
1F6C0 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: medium-light skin tone                     # E1.0   [1] (🛀🏼)
1F6C0 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: medium skin tone                           # E1.0   [1] (🛀🏽)
1F6C0 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: medium-dark skin tone                      # E1.0   [1] (🛀🏾)
1F6C0 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: dark skin tone                             # E1.0   [1] (🛀🏿)
1F6CC 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in bed: light skin tone                                 # E4.0   [1] (🛌🏻)
1F6CC 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in bed: medium-light skin tone                          # E4.0   [1] (🛌🏼)
1F6CC 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in bed: medium skin tone                                # E4.0   [1] (🛌🏽)
1F6CC 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in bed: medium-dark skin tone                           # E4.0   [1] (🛌🏾)
1F6CC 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in bed: dark skin tone                                  # E4.0   [1] (🛌🏿)
1F90C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: light skin tone                               # E13.0  [1] (🤌🏻)
1F90C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: medium-light skin tone                        # E13.0  [1] (🤌🏼)
1F90C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: medium skin tone                              # E13.0  [1] (🤌🏽)
1F90C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: medium-dark skin tone                         # E13.0  [1] (🤌🏾)
1F90C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: dark skin tone                                # E13.0  [1] (🤌🏿)
1F90F 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: light skin tone                                 # E12.0  [1] (🤏🏻)
1F90F 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: medium-light skin tone                          # E12.0  [1] (🤏🏼)
1F90F 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: medium skin tone                                # E12.0  [1] (🤏🏽)
1F90F 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: medium-dark skin tone                           # E12.0  [1] (🤏🏾)
1F90F 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: dark skin tone                                  # E12.0  [1] (🤏🏿)
1F918 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: light skin tone                             # E1.0   [1] (🤘🏻)
1F918 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: medium-light skin tone                      # E1.0   [1] (🤘🏼)
1F918 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: medium skin tone                            # E1.0   [1] (🤘🏽)
1F918 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: medium-dark skin tone                       # E1.0   [1] (🤘🏾)
1F918 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: dark skin tone                              # E1.0   [1] (🤘🏿)
1F919 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; call me hand: light skin tone                                  # E3.0   [1] (🤙🏻)
1F919 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; call me hand: medium-light skin tone                           # E3.0   [1] (🤙🏼)
1F919 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; call me hand: medium skin tone                                 # E3.0   [1] (🤙🏽)
1F919 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; call me hand: medium-dark skin tone                            # E3.0   [1] (🤙🏾)
1F919 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; call me hand: dark skin tone                                   # E3.0   [1] (🤙🏿)
1F91A 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: light skin tone                           # E3.0   [1] (🤚🏻)
1F91A 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: medium-light skin tone                    # E3.0   [1] (🤚🏼)
1F91A 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: medium skin tone                          # E3.0   [1] (🤚🏽)
1F91A 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: medium-dark skin tone                     # E3.0   [1] (🤚🏾)
1F91A 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: dark skin tone                            # E3.0   [1] (🤚🏿)
1F91B 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: light skin tone                              # E3.0   [1] (🤛🏻)
1F91B 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: medium-light skin tone                       # E3.0   [1] (🤛🏼)
1F91B 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: medium skin tone                             # E3.0   [1] (🤛🏽)
1F91B 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: medium-dark skin tone                        # E3.0   [1] (🤛🏾)
1F91B 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: dark skin tone                               # E3.0   [1] (🤛🏿)
1F91C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: light skin tone                             # E3.0   [1] (🤜🏻)
1F91C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: medium-light skin tone                      # E3.0   [1] (🤜🏼)
1F91C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: medium skin tone                            # E3.0   [1] (🤜🏽)
1F91C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: medium-dark skin tone                       # E3.0   [1] (🤜🏾)
1F91C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: dark skin tone                              # E3.0   [1] (🤜🏿)
1F91D 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; handshake: light skin tone                                     # E14.0  [1] (🤝🏻)
1F91D 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; handshake: medium-light skin tone                              # E14.0  [1] (🤝🏼)
1F91D 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; handshake: medium skin tone                                    # E14.0  [1] (🤝🏽)
1F91D 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; handshake: medium-dark skin tone                               # E14.0  [1] (🤝🏾)
1F91D 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; handshake: dark skin tone                                      # E14.0  [1] (🤝🏿)
1F91E 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: light skin tone                               # E3.0   [1] (🤞🏻)
1F91E 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: medium-light skin tone                        # E3.0   [1] (🤞🏼)
1F91E 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: medium skin tone                              # E3.0   [1] (🤞🏽)
1F91E 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: medium-dark skin tone                         # E3.0   [1] (🤞🏾)
1F91E 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: dark skin tone                                # E3.0   [1] (🤞🏿)
1F91F 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: light skin tone                              # E5.0   [1] (🤟🏻)
1F91F 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: medium-light skin tone                       # E5.0   [1] (🤟🏼)
1F91F 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: medium skin tone                             # E5.0   [1] (🤟🏽)
1F91F 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: medium-dark skin tone                        # E5.0   [1] (🤟🏾)
1F91F 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: dark skin tone                               # E5.0   [1] (🤟🏿)
1F926 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: light skin tone                            # E3.0   [1] (🤦🏻)
1F926 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: medium-light skin tone                     # E3.0   [1] (🤦🏼)
1F926 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: medium skin tone                           # E3.0   [1] (🤦🏽)
1F926 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: medium-dark skin tone                      # E3.0   [1] (🤦🏾)
1F926 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: dark skin tone                             # E3.0   [1] (🤦🏿)
1F930 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: light skin tone                                # E3.0   [1] (🤰🏻)
1F930 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: medium-light skin tone                         # E3.0   [1] (🤰🏼)
1F930 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: medium skin tone                               # E3.0   [1] (🤰🏽)
1F930 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: medium-dark skin tone                          # E3.0   [1] (🤰🏾)
1F930 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: dark skin tone                                 # E3.0   [1] (🤰🏿)
1F931 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: light skin tone                                # E5.0   [1] (🤱🏻)
1F931 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: medium-light skin tone                         # E5.0   [1] (🤱🏼)
1F931 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: medium skin tone                               # E5.0   [1] (🤱🏽)
1F931 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: medium-dark skin tone                          # E5.0   [1] (🤱🏾)
1F931 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: dark skin tone                                 # E5.0   [1] (🤱🏿)
1F932 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; palms up together: light skin tone                             # E5.0   [1] (🤲🏻)
1F932 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; palms up together: medium-light skin tone                      # E5.0   [1] (🤲🏼)
1F932 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; palms up together: medium skin tone                            # E5.0   [1] (🤲🏽)
1F932 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; palms up together: medium-dark skin tone                       # E5.0   [1] (🤲🏾)
1F932 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; palms up together: dark skin tone                              # E5.0   [1] (🤲🏿)
1F933 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; selfie: light skin tone                                        # E3.0   [1] (🤳🏻)
1F933 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; selfie: medium-light skin tone                                 # E3.0   [1] (🤳🏼)
1F933 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; selfie: medium skin tone                                       # E3.0   [1] (🤳🏽)
1F933 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; selfie: medium-dark skin tone                                  # E3.0   [1] (🤳🏾)
1F933 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; selfie: dark skin tone                                         # E3.0   [1] (🤳🏿)
1F934 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; prince: light skin tone                                        # E3.0   [1] (🤴🏻)
1F934 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; prince: medium-light skin tone                                 # E3.0   [1] (🤴🏼)
1F934 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; prince: medium skin tone                                       # E3.0   [1] (🤴🏽)
1F934 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; prince: medium-dark skin tone                                  # E3.0   [1] (🤴🏾)
1F934 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; prince: dark skin tone                                         # E3.0   [1] (🤴🏿)
1F935 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: light skin tone                              # E3.0   [1] (🤵🏻)
1F935 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: medium-light skin tone                       # E3.0   [1] (🤵🏼)
1F935 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: medium skin tone                             # E3.0   [1] (🤵🏽)
1F935 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: medium-dark skin tone                        # E3.0   [1] (🤵🏾)
1F935 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: dark skin tone                               # E3.0   [1] (🤵🏿)
1F936 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: light skin tone                                    # E3.0   [1] (🤶🏻)
1F936 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: medium-light skin tone                             # E3.0   [1] (🤶🏼)
1F936 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: medium skin tone                                   # E3.0   [1] (🤶🏽)
1F936 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: medium-dark skin tone                              # E3.0   [1] (🤶🏾)
1F936 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: dark skin tone                                     # E3.0   [1] (🤶🏿)
1F937 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: light skin tone                              # E3.0   [1] (🤷🏻)
1F937 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: medium-light skin tone                       # E3.0   [1] (🤷🏼)
1F937 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: medium skin tone                             # E3.0   [1] (🤷🏽)
1F937 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: medium-dark skin tone                        # E3.0   [1] (🤷🏾)
1F937 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: dark skin tone                               # E3.0   [1] (🤷🏿)
1F938 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: light skin tone                           # E3.0   [1] (🤸🏻)
1F938 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: medium-light skin tone                    # E3.0   [1] (🤸🏼)
1F938 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: medium skin tone                          # E3.0   [1] (🤸🏽)
1F938 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: medium-dark skin tone                     # E3.0   [1] (🤸🏾)
1F938 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: dark skin tone                            # E3.0   [1] (🤸🏿)
1F939 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person juggling: light skin tone                               # E3.0   [1] (🤹🏻)
1F939 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person juggling: medium-light skin tone                        # E3.0   [1] (🤹🏼)
1F939 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person juggling: medium skin tone                              # E3.0   [1] (🤹🏽)
1F939 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person juggling: medium-dark skin tone                         # E3.0   [1] (🤹🏾)
1F939 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person juggling: dark skin tone                                # E3.0   [1] (🤹🏿)
1F93D 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: light skin tone                     # E3.0   [1] (🤽🏻)
1F93D 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: medium-light skin tone              # E3.0   [1] (🤽🏼)
1F93D 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: medium skin tone                    # E3.0   [1] (🤽🏽)
1F93D 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: medium-dark skin tone               # E3.0   [1] (🤽🏾)
1F93D 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: dark skin tone                      # E3.0   [1] (🤽🏿)
1F93E 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: light skin tone                       # E3.0   [1] (🤾🏻)
1F93E 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: medium-light skin tone                # E3.0   [1] (🤾🏼)
1F93E 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: medium skin tone                      # E3.0   [1] (🤾🏽)
1F93E 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: medium-dark skin tone                 # E3.0   [1] (🤾🏾)
1F93E 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: dark skin tone                        # E3.0   [1] (🤾🏿)
1F977 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; ninja: light skin tone                                         # E13.0  [1] (🥷🏻)
1F977 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; ninja: medium-light skin tone                                  # E13.0  [1] (🥷🏼)
1F977 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; ninja: medium skin tone                                        # E13.0  [1] (🥷🏽)
1F977 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; ninja: medium-dark skin tone                                   # E13.0  [1] (🥷🏾)
1F977 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; ninja: dark skin tone                                          # E13.0  [1] (🥷🏿)
1F9B5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; leg: light skin tone                                           # E11.0  [1] (🦵🏻)
1F9B5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; leg: medium-light skin tone                                    # E11.0  [1] (🦵🏼)
1F9B5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; leg: medium skin tone                                          # E11.0  [1] (🦵🏽)
1F9B5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; leg: medium-dark skin tone                                     # E11.0  [1] (🦵🏾)
1F9B5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; leg: dark skin tone                                            # E11.0  [1] (🦵🏿)
1F9B6 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; foot: light skin tone                                          # E11.0  [1] (🦶🏻)
1F9B6 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; foot: medium-light skin tone                                   # E11.0  [1] (🦶🏼)
1F9B6 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; foot: medium skin tone                                         # E11.0  [1] (🦶🏽)
1F9B6 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; foot: medium-dark skin tone                                    # E11.0  [1] (🦶🏾)
1F9B6 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; foot: dark skin tone                                           # E11.0  [1] (🦶🏿)
1F9B8 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; superhero: light skin tone                                     # E11.0  [1] (🦸🏻)
1F9B8 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; superhero: medium-light skin tone                              # E11.0  [1] (🦸🏼)
1F9B8 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; superhero: medium skin tone                                    # E11.0  [1] (🦸🏽)
1F9B8 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; superhero: medium-dark skin tone                               # E11.0  [1] (🦸🏾)
1F9B8 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; superhero: dark skin tone                                      # E11.0  [1] (🦸🏿)
1F9B9 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; supervillain: light skin tone                                  # E11.0  [1] (🦹🏻)
1F9B9 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; supervillain: medium-light skin tone                           # E11.0  [1] (🦹🏼)
1F9B9 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; supervillain: medium skin tone                                 # E11.0  [1] (🦹🏽)
1F9B9 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; supervillain: medium-dark skin tone                            # E11.0  [1] (🦹🏾)
1F9B9 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; supervillain: dark skin tone                                   # E11.0  [1] (🦹🏿)
